x,y
502.9999937015282,-0.0796006447462206
543.9999931881339,-0.08608896767782108
500.9990125792129,-0.9946831926425383
494.99902440461153,-0.982770819077957
500.9974944300604,1.5844793471832117
497.99750943347317,1.5749914469006776
506.99746442323476,1.6034551477482801
498.9992573670708,0.8608990136999822
504.9971601470018,-1.6935889298767197
499.98625166109196,-3.7078497665374694
500.9784387311403,-4.648002421374371
508.95120513949655,-7.047750496016383
512.9014595086262,-10.054493220502193
5565.673118171149,-160.95571337184944
5539.274166281911,-173.7979020639683
5637.8857173891465,-187.4183493136739
5755.157227408434,-210.34801593661635
5672.74195331803,-219.83569106389606
5785.506389072158,-252.18410339520355
5763.812836779189,-325.5619489120938
5795.585574817492,-379.5416248152578
5925.5730349074265,-427.86120176757476
6875.841499944529,-526.8962588978732
6205.3670286696715,-494.0091492060998
6207.1687497046,-577.7647554936583
5858.551724352664,-626.9255881557476
5860.3570312065085,-716.5413224570108
5830.154363307461,-794.2015487311585
5476.090427190873,-819.0254167170152
5114.235244206791,-810.1122557479898
4796.260751502204,-796.8229436954713
4794.275706856684,-832.39200299128
4436.7341113608645,-820.6914311036294
4426.499980346701,-853.3240439543794
4448.148501533892,-883.289255171706
4095.3927461321573,-841.7358581693601
4100.286708925206,-872.0739100622758
4099.774898131671,-898.1396242508434
4097.907974340883,-929.4913844858407
3787.855786428434,-881.1750911258387
3780.6825080556728,-902.8891256859117
3717.7298970376014,-924.6866564803371
3730.4506992826928,-968.0152789193289
3718.074878775125,-971.8889832801568
3741.090955213639,-998.3098040281394
3708.712393806485,-1018.4146405203393
3412.9975726303833,-950.9450926415842
3381.069624592741,-964.6886511493232
3371.3482466467162,-983.9486774380636
3388.014185246244,-998.1903027831075
2215.0045049339346,-659.1479675477849
2203.9650174101803,-664.6368948773024
2211.377672270847,-681.4725163804989
2197.3448265026664,-702.7977756381753
2201.673412851414,-725.0918446260491
2207.4933293315894,-739.2950702909728
2207.3593406209734,-761.4392565223711
2210.404643506447,-777.0201490084652
2204.379035811164,-782.0703718184463
2168.0990494164107,-779.5912466925585
2153.4062385908,-779.0645490575362
2124.7371217428204,-781.7852412830742
2102.0524876531804,-782.5754526887977
2079.862786151932,-784.7928330332292
2064.860035479033,-798.842308519978
2035.7499363226284,-818.143139531472
2020.4643349072687,-839.6831970259544
1998.8533008258548,-844.680698120648
1763.9010745293122,-750.6943447731161
1758.2177912510344,-758.8775912677446
1761.8380889809887,-763.1032356213788
1754.653788208087,-789.2820050698033
1755.2496114826877,-802.4953591079976
1763.2026645452759,-813.928967257241
1771.5994614077554,-836.1317768986842
1768.7210134469663,-844.5270727402034
1749.4459646341418,-845.3921083292163
1739.135650155608,-852.8635238757905
1725.2834447426767,-856.0800402397219
1727.8223291951033,-868.8993029890219
1688.050492196059,-854.487879256718
1666.7445102339248,-852.259782933041
1661.8434993708006,-857.4241561788492
1632.8535526632427,-852.4982554557089
1623.1845890698892,-858.0022085088215
1604.3151650767475,-869.9412917575349
1588.4317601053938,-876.0596689087341
1564.601619136511,-871.6093008885391
1541.1649484138034,-872.4973362599334
1527.997116364095,-877.4216844727567
1505.9168816940062,-875.6588065159859
1365.9821611813757,-815.7044411637455
1332.9680122652555,-808.5031096276709
1333.3467374604686,-815.5706454400649
1312.0930714938809,-811.9487494526696
1312.6834506583086,-826.1132842218409
1318.8726961114708,-836.9102768228263
1316.7045065177638,-849.5753306892875
1322.7271860274031,-869.6446350918445
1320.036810398725,-880.9493851478418
1324.2437610031925,-897.9857802015127
1319.5786044750892,-913.6395933909477
1300.2066036935457,-915.1845648347085
1274.259693135569,-917.1489706967161
1258.058760936747,-913.954678323984
1255.5148268579094,-919.1400978849492
1253.0884808998032,-922.445260726198
1236.9726632452011,-920.6859564390423
1230.3396198190019,-924.5460615370301
1225.6936095803687,-932.3492775960342
1206.1806927085256,-936.4065017593485
1198.4318887576537,-934.9657790575883
1171.1005870443491,-917.9691797791368
1170.2438067907476,-928.7440081464318
1161.9655732128963,-934.3002765000263
1150.9201194285854,-933.6524399874347
1135.4769345835111,-936.7369593588335
1125.3799125827618,-942.6261466537067
1120.9189786473994,-943.2738962295473
1119.7083559306925,-950.9017812892065
1105.2457887332719,-949.3580707443151
1096.7497576163896,-950.0215624755
1082.564698085484,-944.9987695542702
1070.5871649182795,-957.047084689275
1067.737547341985,-960.2252496139238
1054.9354890406798,-959.4723101593404
1039.6541297070428,-958.3920338687562
938.1856153184774,-879.5474695600516
927.7724611323163,-876.0218378353845
897.195760661372,-864.6130736064902
889.8166141430362,-867.9143927801998
881.4671917456471,-872.1327822505255
878.2330303167382,-879.6338695506666
870.8953178285467,-879.8780286973388
876.1629031187949,-898.5341213323204
888.7876969936365,-919.7268233952665
886.4357286896914,-941.3185958549719
875.3926139044672,-955.669279364731
881.9535862503288,-969.9891090626656
881.7294485141804,-972.8937144533719
872.3548885223106,-978.6306496688253
856.0317599274769,-986.32936993454
844.5466529593281,-984.3525542076865
839.7373726452415,-997.6257539693264
822.9786939614451,-1006.3329813165791
811.6892975950121,-1005.1987286948366
800.4069654091109,-1001.4353147980046
794.7632455166853,-1000.817357751046
801.730004352872,-1011.8843808065939
783.3749890460618,-1019.8625527673239
762.8886790717174,-1016.5834266523383
747.8814639754694,-1021.4838793842557
726.897316605471,-1016.9170522278431
703.0602141156043,-1009.2602911676059
692.0130233786455,-1009.6008991053575
686.0695112877238,-1018.4756382365874
675.1498604458102,-1013.7537501484287
659.8202475904463,-1016.6519762778619
660.7623059676645,-1024.379897797831
649.1472648462849,-1016.3876369489091
586.8620937482307,-931.5545517689466
579.3920675929184,-925.618081073616
566.2969089536177,-920.7979207782661
559.7046132573257,-924.8198451041518
548.5243102010932,-924.5247866436113
535.9535848795666,-930.7146473837946
544.7101243565667,-954.5113306941167
538.2858886009436,-963.8798172661841
533.3050084575129,-978.049982339416
542.7130769018421,-1007.0742356746772
542.1616984905313,-1010.7767768849174
547.2254423107955,-1030.7440590601307
537.8263793443405,-1031.1701051142618
532.3539069930027,-1031.7559390230256
528.6964094825505,-1035.8808361004944
521.4951294047855,-1045.115701732151
518.563661521118,-1047.6892330027124
508.27646218437127,-1046.0516421235327
498.81189249719233,-1046.1681011689132
490.23698628677585,-1046.9019520836034
481.7014303487381,-1049.7565108157128
471.6119142254307,-1045.557842666117
465.9540723203977,-1051.373769164914
456.0779373745381,-1052.4266791754126
450.20099801395844,-1062.5606153943577
441.9361343045641,-1056.275273399855
429.9234512917921,-1052.5848307995675
423.5653635724443,-1064.8513430435926
417.72614825773877,-1058.559807031116
411.30981647941803,-1069.6449106444938
392.27015346452146,-1071.450011293537
371.8468594487673,-1077.6501812360489
360.9046535777359,-1076.091460344303
588.3683832155564,-1782.4005289587164
573.0257175022026,-1780.0397543541228
338.29845235473374,-1086.553338375246
328.01818038040625,-1088.6565451692868
335.67016148715356,-1095.7378987181141
552.8012367487149,-1778.048028780182
554.4663897350513,-1776.4819229742188
555.3796264951495,-1770.957218702391
550.9902664147188,-1777.5631427086457
546.3021524220345,-1781.1016136815585
516.4341101607516,-1782.7035114854273
505.82607131551885,-1785.7424185972363
487.9401409000029,-1789.6757859731147
465.3651188345485,-1790.5125819642
271.85266510286533,-1083.4136460634365
261.64047811516895,-1090.0391094872082
